cliente,data_venda,genero,produto,preco,quantidade,total,tempo_entrega,cidade
João silva,2023-05-15,Masculino,Teclado,800.0,3,50,02:58:11,Porto alegre
Pedro alves,2024-11-02,Masculino,Monitor,1200.0,2,1200,0:03:51,Belo horizonte
Ana clara,2024-01-04,Masculino,Notebook,50.0,1,,,São paulo
Carlos lima,2024-05-10,,Notebook,120.0,2,1200,0:01:06,Rio de janeiro
Carlos lima,2023-06-25,,Monitor,50.0,1,800,,Belo horizonte
Carlos lima,2024-08-04,Masculino,Monitor,50.0,3,,02:10:36,São paulo
Carlos lima,2024-11-18,,Teclado,50.0,0,1600,,Belo horizonte
Carlos lima,2023-08-24,,Monitor,50.0,1,224,,Rio de janeiro
Carlos lima,2024-09-11,Masculino,Monitor,50.0,2,,0:00:36,Belo horizonte
Carlos lima,2023-06-02,,Teclado,50.0,1,3500,,Rio de janeiro
Carlos lima,0023-03-06,,Mouse,3500.0,2,800,0:02:43,São paulo
Maria souza,2024-01-10,,Cadeira,3500.0,0,10500,,Curitiba
Carlos lima,2024-03-16,Masculino,Monitor,1200.0,3,87,01:49:13,Curitiba
Ana clara,0024-09-11,,Mouse,50.0,2,50,0:02:54,Porto alegre
Pedro alves,2023-07-17,,Monitor,800.0,3,240,01:11:43,Belo horizonte
Pedro alves,2023-08-17,Masculino,Mouse,800.0,0,800,,Porto alegre
Pedro alves,2024-12-17,Masculino,Monitor,3500.0,0,3628,,Belo horizonte
Ana clara,2024-03-21,Masculino,Teclado,800.0,2,1600,0:03:26,Porto alegre
Ana clara,2024-03-24,,Teclado,3500.0,3,10500,00:30:54,Rio de janeiro
Maria souza,2024-02-07,Masculino,Cadeira,800.0,2,,0:01:28,São paulo
João silva,2023-02-18,Masculino,Mouse,3500.0,2,2400,0:00:00,Porto alegre
Ana clara,2024-09-27,Masculino,Notebook,50.0,2,3600,0:00:10,Curitiba
Maria souza,2024-06-22,,Monitor,120.0,3,50,00:54:11,São paulo
Carlos lima,2024-09-10,,Monitor,800.0,2,2400,0:03:11,Belo horizonte
Carlos lima,0023-06-16,Masculino,Mouse,3500.0,1,,,Belo horizonte
Carlos lima,0024-06-17,,Notebook,3500.0,3,7000,02:12:57,São paulo
Maria souza,2024-05-01,,Mouse,1200.0,1,,,São paulo
João silva,2023-09-28,Masculino,Cadeira,3500.0,2,50,0:03:22,Porto alegre
Ana clara,2023-12-01,,Cadeira,1200.0,2,1600,0:02:15,Porto alegre
Ana clara,0024-07-15,Masculino,Notebook,800.0,2,,0:02:09,São paulo
Pedro alves,2023-08-15,,Teclado,50.0,0,91,,Porto alegre
Pedro alves,2024-07-04,Masculino,Mouse,120.0,3,,00:44:57,Rio de janeiro
João silva,2023-06-15,Masculino,Mouse,3500.0,0,2400,,Rio de janeiro
João silva,0023-03-25,Masculino,Cadeira,3500.0,2,1200,0:03:15,Belo horizonte
João silva,2024-12-01,Masculino,Notebook,50.0,1,150,,Belo horizonte
Ana clara,2024-08-20,,Monitor,120.0,3,,01:39:18,São paulo
Ana clara,0024-10-19,Masculino,Monitor,3500.0,1,,,Curitiba
Maria souza,0024-05-23,,Teclado,120.0,2,7000,0:02:55,Rio de janeiro
João silva,2024-10-20,Masculino,Monitor,1200.0,2,,0:00:18,Belo horizonte
João silva,2023-03-02,Masculino,Monitor,800.0,3,,02:16:53,Belo horizonte
Pedro alves,2023-02-14,Masculino,Teclado,800.0,2,3600,0:02:16,Rio de janeiro
Ana clara,2023-02-26,,Cadeira,120.0,2,6962,0:01:15,Belo horizonte
Carlos lima,0023-04-11,Masculino,Monitor,800.0,0,,,Belo horizonte
Carlos lima,2024-10-03,Masculino,Monitor,1200.0,2,2400,0:01:09,Porto alegre
João silva,2023-11-18,,Teclado,3500.0,2,3600,0:03:26,Curitiba
Carlos lima,0024-09-03,,Notebook,800.0,3,800,01:58:50,Curitiba
Maria souza,0023-07-02,Masculino,Cadeira,120.0,1,150,,Porto alegre
Pedro alves,2024-07-09,Masculino,Cadeira,1200.0,0,7000,,Porto alegre
João silva,0023-07-25,Masculino,Teclado,1200.0,3,800,01:58:30,São paulo
Carlos lima,2024-10-02,,Notebook,800.0,2,1200,0:00:04,Curitiba
Maria souza,2024-03-11,,Cadeira,50.0,1,3583,,Curitiba
Carlos lima,2023-06-21,Masculino,Notebook,1200.0,0,2400,,Rio de janeiro
Carlos lima,2023-07-16,Masculino,Teclado,3500.0,3,3500,01:38:53,Porto alegre
Carlos lima,0024-01-20,Masculino,Cadeira,800.0,1,1200,,Belo horizonte
Pedro alves,0023-06-26,Masculino,Teclado,50.0,2,10500,0:01:10,Belo horizonte
João silva,2023-06-21,,Mouse,1200.0,3,1200,02:44:24,Belo horizonte
Carlos lima,2023-10-22,,Cadeira,3500.0,0,150,,Curitiba
Carlos lima,2024-07-15,Masculino,Monitor,3500.0,0,,,Belo horizonte
Maria souza,0023-07-10,Masculino,Cadeira,120.0,0,1600,,Belo horizonte
Maria souza,2023-07-05,,Cadeira,50.0,3,,00:56:30,Belo horizonte
Ana clara,2023-06-10,Masculino,Notebook,800.0,1,2400,,Belo horizonte
Carlos lima,2024-02-26,Masculino,Notebook,800.0,0,2400,,Belo horizonte
Pedro alves,2023-03-12,,Teclado,3500.0,1,7006,,Rio de janeiro
Ana clara,2023-03-05,,Mouse,1200.0,0,3600,,São paulo
Maria souza,0024-11-15,Masculino,Notebook,120.0,1,3500,,Belo horizonte
João silva,0023-10-10,Masculino,Mouse,120.0,0,279,,Rio de janeiro
João silva,0024-07-24,,Cadeira,1200.0,3,123,00:24:12,Belo horizonte
Maria souza,2023-08-12,,Notebook,120.0,0,100,,Belo horizonte
Maria souza,2024-03-28,Masculino,Mouse,50.0,2,50,0:03:45,Belo horizonte
Pedro alves,2024-09-20,Masculino,Monitor,50.0,0,,,Rio de janeiro
Pedro alves,0024-12-20,,Teclado,800.0,0,120,,Belo horizonte
Maria souza,2024-06-07,Masculino,Mouse,800.0,0,,,Belo horizonte
Maria souza,0024-09-07,,Cadeira,800.0,0,10500,,Rio de janeiro
Carlos lima,2023-11-25,,Mouse,120.0,3,,02:36:50,Belo horizonte
Carlos lima,2024-04-13,,Monitor,1200.0,0,,,Belo horizonte
Carlos lima,2024-12-07,Masculino,Teclado,120.0,0,,,São paulo
Pedro alves,2024-11-27,Masculino,Mouse,120.0,2,50,0:03:01,Porto alegre
Carlos lima,2024-10-16,,Teclado,3500.0,2,,0:00:33,Curitiba
Carlos lima,2024-09-12,,Monitor,800.0,2,150,0:02:16,Belo horizonte
Maria souza,2023-01-24,Masculino,Cadeira,3500.0,3,,01:53:39,Porto alegre
João silva,0023-01-25,,Notebook,50.0,0,100,,Rio de janeiro
Maria souza,2023-08-08,,Monitor,50.0,0,120,,Rio de janeiro
João silva,2023-08-14,,Cadeira,50.0,2,2400,0:00:11,São paulo
Ana clara,2024-07-21,Masculino,Teclado,800.0,0,,,São paulo
Ana clara,2023-06-15,Masculino,Notebook,120.0,0,,,Porto alegre
Ana clara,2024-01-16,,Mouse,120.0,3,800,00:23:04,São paulo
Ana clara,2023-10-25,,Cadeira,800.0,3,150,02:05:02,Porto alegre
Carlos lima,2023-10-17,,Mouse,800.0,0,3550,,Rio de janeiro
Ana clara,2023-05-08,,Mouse,3500.0,3,10500,02:16:39,Curitiba
Carlos lima,2024-11-03,Masculino,Teclado,3500.0,3,240,01:26:13,Porto alegre
Pedro alves,0023-10-05,Masculino,Teclado,800.0,1,,,Porto alegre
Ana clara,2023-08-16,Masculino,Teclado,50.0,1,,,Porto alegre
João silva,2024-06-08,Masculino,Monitor,1200.0,3,,00:23:14,São paulo
Pedro alves,2024-05-18,Masculino,Cadeira,50.0,3,150,01:35:26,Rio de janeiro
Pedro alves,2023-09-01,,Teclado,1200.0,2,,0:00:39,Porto alegre
João silva,2023-02-13,,Notebook,3500.0,2,3500,0:03:49,Curitiba
João silva,2024-09-13,Masculino,Cadeira,50.0,3,3502,00:46:15,Curitiba
Maria souza,2024-07-01,Masculino,Cadeira,3500.0,2,800,0:01:12,Curitiba
Ana clara,2024-10-01,,Mouse,800.0,0,50,,Porto alegre
Ana clara,2023-05-23,,Notebook,3500.0,2,2400,0:01:13,Belo horizonte
Maria souza,2023-03-16,Masculino,Monitor,120.0,0,410,,Curitiba
Carlos lima,0023-08-23,,Monitor,800.0,3,3500,01:10:38,São paulo
João silva,2024-05-12,Masculino,Monitor,3500.0,0,2400,,Porto alegre
Ana clara,0024-01-25,,Notebook,1200.0,0,6977,,Porto alegre
João silva,2024-08-11,,Monitor,1200.0,0,139,,Rio de janeiro
João silva,0023-11-13,Masculino,Notebook,1200.0,2,1600,0:02:36,Belo horizonte
Ana clara,2023-07-14,,Monitor,800.0,3,10500,02:41:10,Porto alegre
Maria souza,2023-02-27,,Cadeira,800.0,2,3500,0:02:24,Porto alegre
Maria souza,2023-05-23,,Mouse,50.0,0,10500,,Curitiba
João silva,2024-10-18,,Notebook,120.0,0,10454,,Belo horizonte
Carlos lima,2024-06-24,Masculino,Teclado,50.0,0,,,Rio de janeiro
Ana clara,2023-06-17,Masculino,Mouse,800.0,0,,,São paulo
Ana clara,2023-01-25,,Teclado,800.0,2,3565,0:00:28,Curitiba
Pedro alves,2023-08-28,,Monitor,3500.0,0,2409,,Porto alegre
Ana clara,2023-11-16,,Monitor,800.0,2,1600,0:01:22,Curitiba
Ana clara,2023-07-19,Masculino,Notebook,3500.0,3,120,01:10:52,Porto alegre
João silva,0023-07-20,,Cadeira,50.0,2,50,0:03:43,Rio de janeiro
Pedro alves,2024-01-10,Masculino,Teclado,800.0,0,50,,Belo horizonte
Pedro alves,2023-02-23,,Cadeira,800.0,0,100,,Porto alegre
Carlos lima,2023-12-01,Masculino,Notebook,800.0,1,2400,,Rio de janeiro
Ana clara,2023-05-05,,Notebook,800.0,1,10500,,Porto alegre
João silva,2023-09-17,Masculino,Notebook,1200.0,1,2400,,Porto alegre
Ana clara,0023-04-04,,Monitor,1200.0,3,123,00:52:06,Porto alegre
Carlos lima,2024-03-07,,Cadeira,1200.0,0,,,São paulo
Carlos lima,2024-11-02,Masculino,Monitor,3500.0,1,,,Rio de janeiro
Pedro alves,2024-07-17,,Teclado,1200.0,3,3500,02:33:56,Rio de janeiro
Ana clara,0023-09-12,,Notebook,1200.0,0,,,Porto alegre
Maria souza,0024-03-05,Masculino,Cadeira,800.0,1,2400,,Rio de janeiro
Pedro alves,2024-10-20,,Mouse,1200.0,0,3602,,Belo horizonte
Maria souza,2024-02-11,,Monitor,800.0,3,1600,02:38:52,Rio de janeiro
João silva,2023-05-14,,Teclado,3500.0,2,2404,0:02:40,Belo horizonte
Ana clara,2024-07-28,,Notebook,1200.0,0,150,,Curitiba
Ana clara,2024-05-20,,Notebook,3500.0,2,,0:02:51,Rio de janeiro
Carlos lima,0023-10-09,,Monitor,3500.0,2,240,0:03:51,Belo horizonte
Carlos lima,2024-08-13,Masculino,Cadeira,800.0,3,3600,02:08:54,Curitiba
Ana clara,2024-02-14,,Teclado,1200.0,1,,,Rio de janeiro
Pedro alves,0024-02-20,Masculino,Cadeira,1200.0,2,240,0:01:09,São paulo
Pedro alves,2024-02-03,Masculino,Notebook,3500.0,1,21,,São paulo
Carlos lima,2023-12-02,,Mouse,800.0,0,,,Belo horizonte
Carlos lima,2023-05-11,,Monitor,120.0,2,1200,0:02:33,Rio de janeiro
Carlos lima,0023-10-06,,Teclado,1200.0,1,800,,Belo horizonte
João silva,2023-05-02,,Monitor,800.0,2,50,0:01:36,Belo horizonte
João silva,2023-06-17,,Teclado,50.0,3,2400,00:31:40,Curitiba
Pedro alves,2023-11-03,,Teclado,800.0,3,1200,01:40:29,Belo horizonte
Pedro alves,2023-10-09,Masculino,Notebook,3500.0,2,,0:01:49,Curitiba
Pedro alves,2024-09-02,Masculino,Teclado,1200.0,1,3525,,Curitiba
Carlos lima,2023-09-01,,Cadeira,50.0,0,1600,,Belo horizonte
Ana clara,2023-05-22,Masculino,Monitor,800.0,2,7038,0:02:46,Curitiba
João silva,0024-07-13,,Mouse,800.0,3,1200,00:48:11,Belo horizonte
João silva,0024-01-04,Masculino,Mouse,800.0,0,290,,Belo horizonte
Pedro alves,2024-03-18,,Mouse,120.0,0,50,,Belo horizonte
Pedro alves,2023-01-14,Masculino,Cadeira,120.0,1,240,,Belo horizonte
Pedro alves,0024-06-04,,Mouse,3500.0,2,796,0:02:22,Belo horizonte
Maria souza,2024-01-08,Masculino,Cadeira,3500.0,2,,0:03:12,São paulo
João silva,2023-03-02,,Mouse,800.0,3,,00:19:01,São paulo
Pedro alves,2023-02-11,,Notebook,1200.0,1,86,,Belo horizonte
Pedro alves,2024-10-11,,Notebook,800.0,1,360,,Belo horizonte
Pedro alves,2024-08-26,Masculino,Monitor,3500.0,1,,,São paulo
Carlos lima,2024-09-08,,Mouse,800.0,0,120,,Curitiba
Ana clara,0024-01-12,Masculino,Teclado,120.0,3,,02:24:06,Porto alegre
Ana clara,0024-02-09,,Mouse,1200.0,0,120,,Porto alegre
Ana clara,2024-01-22,Masculino,Monitor,800.0,0,1200,,São paulo
João silva,2024-03-01,,Notebook,1200.0,3,1600,00:11:06,Belo horizonte
Pedro alves,0023-01-18,Masculino,Mouse,120.0,0,,,Curitiba
Ana clara,2023-03-05,,Cadeira,50.0,1,150,,Rio de janeiro
Carlos lima,0023-09-04,Masculino,Notebook,1200.0,2,2400,0:01:30,Curitiba
Carlos lima,2024-04-16,Masculino,Notebook,120.0,2,,0:01:28,São paulo
Pedro alves,2024-10-15,,Mouse,50.0,2,120,0:01:34,São paulo
Pedro alves,2023-03-11,,Notebook,120.0,1,,,Belo horizonte
Carlos lima,2023-06-04,Masculino,Monitor,3500.0,3,2400,02:31:52,Belo horizonte
Maria souza,2023-06-13,Masculino,Monitor,800.0,3,,01:28:28,Rio de janeiro
Pedro alves,0024-08-27,Masculino,Mouse,50.0,3,240,01:04:38,Curitiba
Ana clara,2023-07-20,,Notebook,800.0,1,2393,,Curitiba
João silva,2023-02-04,,Teclado,120.0,3,1200,02:31:26,Rio de janeiro
João silva,0024-02-11,Masculino,Mouse,1200.0,2,2439,0:00:54,Rio de janeiro
João silva,2024-06-03,,Mouse,50.0,2,2400,0:02:36,Belo horizonte
Maria souza,2023-10-05,Masculino,Teclado,800.0,1,233,,Porto alegre
Pedro alves,0023-05-19,,Cadeira,3500.0,3,800,00:21:45,Porto alegre
Carlos lima,2024-04-15,Masculino,Monitor,120.0,0,240,,Porto alegre
João silva,2023-03-01,,Notebook,1200.0,1,150,,São paulo
João silva,2023-02-18,Masculino,Notebook,50.0,3,120,02:53:14,Curitiba
Ana clara,2024-03-21,,Notebook,1200.0,0,140,,São paulo
João silva,2023-07-08,,Mouse,800.0,1,,,São paulo
Maria souza,2024-02-17,,Monitor,50.0,0,,,Rio de janeiro
Ana clara,2024-03-13,Masculino,Monitor,800.0,3,240,01:06:05,Curitiba
Ana clara,2023-02-09,,Cadeira,50.0,2,,0:02:44,Porto alegre
Maria souza,2024-01-27,Masculino,Teclado,120.0,2,2400,0:03:41,Rio de janeiro
Ana clara,2024-07-04,,Notebook,50.0,2,2400,0:00:25,Rio de janeiro
Maria souza,2024-10-28,Masculino,Teclado,3500.0,3,100,01:05:10,Porto alegre
Maria souza,2024-07-19,,Teclado,120.0,0,10500,,São paulo
Carlos lima,2024-07-23,,Notebook,3500.0,0,100,,São paulo
Pedro alves,2023-10-16,,Cadeira,1200.0,2,93,0:03:53,São paulo
Pedro alves,2023-01-02,Masculino,Teclado,50.0,1,50,,Curitiba
Pedro alves,0024-04-08,,Monitor,800.0,0,2368,,São paulo
Ana clara,2024-02-01,,Mouse,3500.0,2,800,0:02:37,Rio de janeiro
Carlos lima,0024-01-26,Masculino,Monitor,1200.0,0,240,,Curitiba
Carlos lima,2023-11-26,Masculino,Teclado,50.0,0,2368,,Rio de janeiro
João silva,2024-05-24,Masculino,Mouse,120.0,2,1600,0:00:05,São paulo
Maria souza,2024-05-22,Masculino,Monitor,800.0,0,800,,Rio de janeiro
Carlos lima,2023-04-28,,Teclado,800.0,1,1600,,Rio de janeiro
Carlos lima,2024-06-22,Masculino,Cadeira,800.0,3,3600,00:44:49,São paulo
João silva,2023-06-06,Masculino,Teclado,1200.0,3,360,00:14:29,Belo horizonte
Ana clara,2024-07-25,,Notebook,50.0,3,3500,00:21:31,Belo horizonte
João silva,2023-09-09,,Teclado,50.0,3,240,01:58:20,São paulo
Carlos lima,2024-09-27,,Cadeira,120.0,1,,,Curitiba
Maria souza,0023-11-11,,Teclado,1200.0,1,10500,,Curitiba
Pedro alves,2024-01-04,,Teclado,50.0,1,182,,Curitiba
Maria souza,0024-04-09,,Cadeira,3500.0,2,1200,0:01:17,São paulo
João silva,0023-04-24,Masculino,Teclado,1200.0,3,7000,01:14:32,Curitiba
João silva,2023-01-08,Masculino,Cadeira,120.0,3,240,02:37:37,Rio de janeiro
Carlos lima,2024-04-10,,Notebook,120.0,0,360,,Belo horizonte
Carlos lima,2024-12-11,,Notebook,800.0,0,1200,,Belo horizonte
Pedro alves,2023-06-18,,Monitor,50.0,1,50,,Porto alegre
Pedro alves,2024-11-04,,Mouse,1200.0,1,,,Porto alegre
Carlos lima,2024-07-27,,Notebook,800.0,1,360,,São paulo
Ana clara,2024-04-25,,Teclado,1200.0,0,3563,,Rio de janeiro
Ana clara,2024-03-06,,Notebook,50.0,2,150,0:01:32,Belo horizonte
Carlos lima,2023-09-03,Masculino,Monitor,120.0,1,3500,,Rio de janeiro
Carlos lima,0023-08-10,,Teclado,1200.0,1,3600,,Rio de janeiro
Ana clara,2024-12-02,,Mouse,800.0,3,3500,00:02:07,Curitiba
Ana clara,2023-12-25,,Notebook,50.0,0,1600,,Rio de janeiro
Maria souza,2023-11-23,Masculino,Mouse,120.0,1,2400,,Belo horizonte
Carlos lima,2024-10-05,Masculino,Monitor,1200.0,1,240,,Belo horizonte
Carlos lima,2023-11-28,Masculino,Monitor,50.0,2,2400,0:03:56,Curitiba
Carlos lima,0023-05-03,Masculino,Cadeira,120.0,2,1200,0:02:14,Porto alegre
Ana clara,0024-01-04,,Notebook,800.0,0,176,,Belo horizonte
Maria souza,2024-11-20,Masculino,Teclado,50.0,2,,0:00:11,Rio de janeiro
Maria souza,2023-09-28,Masculino,Notebook,50.0,1,3600,,Porto alegre
João silva,2023-04-12,,Monitor,50.0,0,10500,,Rio de janeiro
Maria souza,0023-09-28,Masculino,Mouse,50.0,0,120,,Porto alegre
Maria souza,2024-08-13,Masculino,Teclado,50.0,2,10500,0:02:11,Belo horizonte
Carlos lima,2023-12-12,Masculino,Teclado,3500.0,2,1200,0:03:28,São paulo
Carlos lima,0023-03-11,Masculino,Monitor,3500.0,1,,,São paulo
Ana clara,2023-04-09,,Mouse,3500.0,0,240,,Belo horizonte
Pedro alves,2024-09-27,Masculino,Teclado,50.0,2,,0:00:23,Curitiba
Maria souza,0024-03-05,,Cadeira,50.0,0,,,Porto alegre
Ana clara,0023-12-19,Masculino,Monitor,3500.0,3,1600,02:03:06,São paulo
Carlos lima,0024-09-28,,Notebook,3500.0,0,2400,,Belo horizonte
Ana clara,2023-10-09,Masculino,Mouse,800.0,2,,0:03:34,Belo horizonte
Ana clara,2024-07-26,,Notebook,120.0,3,199,00:47:33,Curitiba
Pedro alves,2023-05-26,Masculino,Monitor,3500.0,1,150,,São paulo
João silva,2024-01-06,,Notebook,800.0,3,1600,00:06:07,Rio de janeiro
João silva,0024-09-08,,Teclado,1200.0,3,120,01:30:42,São paulo
João silva,2023-02-22,Masculino,Monitor,50.0,0,800,,Curitiba
Maria souza,2023-10-03,Masculino,Cadeira,3500.0,0,,,Curitiba
Maria souza,0023-03-27,,Teclado,50.0,2,3500,0:03:30,Porto alegre
Ana clara,2024-12-10,,Teclado,50.0,3,10500,01:21:27,Curitiba
Ana clara,2023-11-01,Masculino,Notebook,1200.0,3,7000,00:22:24,São paulo
Maria souza,2024-03-08,Masculino,Notebook,1200.0,3,3600,02:29:19,Curitiba
Maria souza,2024-08-07,Masculino,Mouse,1200.0,3,2400,01:24:07,Rio de janeiro
Ana clara,2024-08-09,Masculino,Notebook,120.0,3,3500,02:06:08,Belo horizonte
Ana clara,2023-07-27,,Monitor,800.0,2,50,0:01:45,Belo horizonte
João silva,0023-09-27,Masculino,Mouse,1200.0,1,240,,Belo horizonte
Maria souza,2023-07-23,,Cadeira,800.0,3,10500,02:50:47,Curitiba
Ana clara,2023-01-08,Masculino,Cadeira,1200.0,0,1200,,Curitiba
Pedro alves,0023-11-18,Masculino,Teclado,3500.0,3,,01:22:22,Curitiba
João silva,0024-04-10,,Monitor,3500.0,1,10477,,São paulo
João silva,2024-04-11,,Mouse,1200.0,3,,02:30:54,Belo horizonte
Pedro alves,2023-05-13,,Notebook,120.0,2,782,0:00:47,Porto alegre
João silva,2023-07-28,Masculino,Teclado,50.0,1,2400,,Porto alegre
Maria souza,2024-10-20,,Cadeira,3500.0,3,2400,02:11:46,São paulo
Maria souza,2024-12-23,,Teclado,120.0,0,1200,,Porto alegre
Maria souza,2024-10-05,,Teclado,1200.0,2,800,0:03:29,São paulo
Ana clara,2023-06-20,Masculino,Cadeira,50.0,2,150,0:00:22,Curitiba
João silva,0024-06-25,Masculino,Teclado,800.0,0,7000,,Belo horizonte
Maria souza,2023-07-18,Masculino,Notebook,120.0,1,7,,São paulo
João silva,2024-03-12,Masculino,Notebook,800.0,0,1207,,Curitiba
Pedro alves,2024-03-24,Masculino,Mouse,800.0,3,3500,00:19:26,Rio de janeiro
Carlos lima,2024-01-04,,Cadeira,120.0,0,800,,Belo horizonte
Maria souza,2023-10-08,,Teclado,120.0,3,7000,00:27:49,Rio de janeiro
Carlos lima,2023-01-18,Masculino,Cadeira,3500.0,2,,0:02:39,São paulo
Carlos lima,2024-12-28,Masculino,Notebook,50.0,2,10500,0:02:45,Rio de janeiro
João silva,2023-04-06,,Cadeira,120.0,3,,02:26:28,Porto alegre
João silva,2023-10-21,,Mouse,120.0,2,406,0:00:48,Belo horizonte
Ana clara,2023-01-24,Masculino,Cadeira,800.0,3,7000,00:36:55,São paulo
Maria souza,2024-05-13,,Mouse,3500.0,2,150,0:02:30,São paulo
Maria souza,2023-12-12,,Notebook,50.0,0,3500,,Rio de janeiro
Pedro alves,2023-08-22,Masculino,Cadeira,1200.0,3,2400,00:38:52,São paulo
Pedro alves,2023-08-19,Masculino,Cadeira,1200.0,0,100,,Curitiba
Pedro alves,2024-09-17,Masculino,Cadeira,120.0,0,800,,Rio de janeiro
Pedro alves,2024-03-28,,Mouse,120.0,3,,00:09:23,Porto alegre
Pedro alves,0024-12-22,,Cadeira,1200.0,2,100,0:02:02,São paulo
João silva,0023-09-06,Masculino,Cadeira,1200.0,2,240,0:02:38,Belo horizonte
João silva,2024-07-14,,Mouse,3500.0,0,135,,São paulo
João silva,2023-05-25,Masculino,Mouse,1200.0,3,90,00:14:16,Curitiba
Ana clara,2023-12-12,,Teclado,120.0,3,,01:06:25,Belo horizonte
João silva,2023-02-15,,Cadeira,120.0,0,3500,,Rio de janeiro
Ana clara,2023-12-26,Masculino,Notebook,50.0,3,100,01:58:00,São paulo
Pedro alves,0023-11-12,Masculino,Cadeira,120.0,3,1600,01:43:15,São paulo
Ana clara,2024-08-20,Masculino,Cadeira,1200.0,3,7000,01:10:13,Rio de janeiro
João silva,2023-07-06,Masculino,Cadeira,50.0,0,,,Porto alegre
Ana clara,0023-11-03,Masculino,Teclado,3500.0,3,1600,02:04:47,Rio de janeiro
Maria souza,2024-07-16,,Monitor,50.0,2,,0:02:49,São paulo
Maria souza,2023-11-24,,Teclado,50.0,3,1600,00:22:57,Belo horizonte
Maria souza,2024-02-19,,Teclado,120.0,1,10461,,Belo horizonte
João silva,2023-11-28,,Teclado,3500.0,0,3500,,São paulo
João silva,2023-03-07,Masculino,Notebook,800.0,1,2400,,Rio de janeiro
Pedro alves,2024-06-14,Masculino,Notebook,50.0,1,240,,Rio de janeiro
Pedro alves,2024-03-14,Masculino,Notebook,50.0,0,,,Curitiba
Pedro alves,0024-04-04,Masculino,Teclado,120.0,2,1230,0:03:07,Rio de janeiro
Carlos lima,2023-06-17,Masculino,Cadeira,800.0,2,10500,0:01:30,Porto alegre
Carlos lima,0023-02-07,Masculino,Mouse,50.0,2,3485,0:03:23,Belo horizonte
João silva,2023-05-03,,Notebook,120.0,3,360,00:32:20,Belo horizonte
Pedro alves,0023-06-05,,Cadeira,1200.0,0,1200,,Porto alegre
Ana clara,2023-03-06,,Notebook,1200.0,3,3600,02:08:06,Porto alegre
Carlos lima,2023-12-22,Masculino,Notebook,1200.0,2,150,0:00:19,Porto alegre
João silva,2024-10-05,Masculino,Notebook,50.0,3,3600,02:21:26,Belo horizonte
Maria souza,0024-04-01,,Notebook,1200.0,1,,,Rio de janeiro
Ana clara,0024-04-10,,Cadeira,800.0,1,10500,,Rio de janeiro
Pedro alves,0024-06-28,,Teclado,50.0,2,150,0:03:59,Porto alegre
Pedro alves,0023-07-22,Masculino,Mouse,1200.0,0,3500,,Porto alegre
Pedro alves,0024-06-19,Masculino,Notebook,800.0,1,100,,São paulo
Ana clara,2024-12-10,Masculino,Notebook,120.0,3,7000,01:18:22,Porto alegre
Ana clara,2024-10-01,,Notebook,50.0,3,127,02:00:46,Belo horizonte
Carlos lima,0023-10-23,Masculino,Teclado,120.0,2,,0:03:50,Rio de janeiro
Carlos lima,2023-04-01,Masculino,Monitor,3500.0,0,,,Rio de janeiro
João silva,2023-04-20,,Monitor,3500.0,3,230,00:13:37,Rio de janeiro
Carlos lima,2023-11-16,,Notebook,800.0,2,1200,0:00:06,Porto alegre
João silva,0023-07-08,,Notebook,50.0,1,,,Rio de janeiro
Pedro alves,2023-04-28,Masculino,Notebook,3500.0,1,7000,,Rio de janeiro
Carlos lima,2023-09-01,Masculino,Teclado,800.0,1,3600,,Porto alegre
Maria souza,2023-07-22,Masculino,Teclado,3500.0,2,800,0:00:23,Belo horizonte
Maria souza,0024-02-03,,Monitor,1200.0,0,10500,,Belo horizonte
João silva,0024-03-15,,Mouse,3500.0,2,240,0:02:10,Curitiba
João silva,0024-04-04,Masculino,Cadeira,50.0,0,2400,,Rio de janeiro
Carlos lima,2023-09-28,Masculino,Mouse,800.0,1,360,,Porto alegre
Pedro alves,0024-06-27,Masculino,Teclado,800.0,0,,,Curitiba
Pedro alves,2024-01-17,Masculino,Mouse,120.0,0,3600,,Curitiba
Ana clara,0023-01-04,,Mouse,120.0,1,,,São paulo
João silva,2023-07-17,Masculino,Mouse,3500.0,1,,,Curitiba
Pedro alves,0024-11-10,Masculino,Cadeira,120.0,0,150,,Curitiba
Carlos lima,2024-04-08,Masculino,Mouse,50.0,3,10500,01:04:07,Rio de janeiro
Carlos lima,0023-03-08,Masculino,Cadeira,3500.0,1,1600,,Curitiba
Ana clara,2024-11-27,,Monitor,800.0,3,100,00:40:17,Belo horizonte
Ana clara,2024-04-26,Masculino,Cadeira,800.0,3,,00:40:32,Belo horizonte
Carlos lima,2023-08-09,Masculino,Monitor,800.0,0,2400,,Belo horizonte
João silva,0023-03-22,Masculino,Cadeira,3500.0,0,2400,,Curitiba
Maria souza,2023-03-09,,Cadeira,3500.0,3,2400,00:23:58,Porto alegre
Pedro alves,2024-03-04,Masculino,Cadeira,50.0,3,3500,01:19:39,São paulo
Pedro alves,0024-11-03,Masculino,Cadeira,800.0,2,3600,0:03:11,São paulo
