id_venda,data_venda,cliente,genero,produto,preco,quantidade,total,tempo_entrega,cidade
4879,22-05-2023, João Silva ,F,Mouse,"R$ 3.500,00",3,360,128m,Rio de Janeiro
4880,2023/12/04,Ana Clara,Masculino,Mouse,R$3500,2,,0:28:37,São Paulo
4881,23-07-2024, Pedro Alves ,F,Notebook,R$3500,1,,1h 12m,Porto Alegre
4882,2024-09-14,Ana Clara,Masculino,Mouse,800,2,1600,3h 35m,São Paulo
4883,2023-10-19, João Silva ,Feminino,Notebook,1200,3,3600,2:32:09,São Paulo
4884,21-12-2023,Maria Souza,,Notebook,"R$ 50,00",3,3600,,São Paulo
4885,20-06-2023, João Silva ,m,Teclado,R$1200,3,3600,155m,Curitiba
4886,2023-12-09, Pedro Alves ,,Cadeira,800,1,50,1h 43m,Curitiba
4887,2024/03/08, Pedro Alves ,f,Monitor,"R$ 800,00",2,1608,,Rio de Janeiro
4888,2023/02/25, João Silva ,F,Mouse,"R$ 50,00",2,2390,,Porto Alegre
4889,01-07-2023,,M,Cadeira,R$3500,3,3600,1:07:55,Porto Alegre
4890,15/06/24, João Silva ,Masculino,Teclado,"R$ 120,00",3,3600,,Curitiba
4891,09-09-2023,Ana Clara,m,Monitor,R$120,3,360,,Curitiba
4892,2024/02/16, Pedro Alves ,F,Cadeira,R$1200,3,2400,1:02:57,Curitiba
4893,04/08/23,Maria Souza,f,Mouse,"R$ 3.500,00",1,,0h 23m,Rio de Janeiro
4894,2024-02-15,Carlos Lima,m,Cadeira,"R$ 1.200,00",2,7000,0h 10m,Rio de Janeiro
4895,18/02/24,,,Mouse,1200,3,10500,116m,São Paulo
4896,2024/01/14,Ana Clara,f,Cadeira,R$800,3,3600,,São Paulo
4897,02/05/24,,F,Mouse,1200,3,150,126m,Porto Alegre
4898,17-04-2023, Pedro Alves ,MASCULINO,Cadeira,"R$ 50,00",1,,,Curitiba
4899,03-11-2023,Ana Clara,Masculino,Mouse,R$50,2,7000,2:23:01,Belo Horizonte
4900,15-04-2023,Carlos Lima,MASCULINO,Monitor,"R$ 50,00",2,,170m,Curitiba
4901,17-02-2024,Carlos Lima,MASCULINO,Mouse,800,2,,,São Paulo
4902,26-02-2023, João Silva ,f,Teclado,R$3500,1,3500,0h 10m,Rio de Janeiro
4903,2024-12-06,,M,Monitor,R$800,1,120,2h 24m,Rio de Janeiro
4904,2024-01-26,Carlos Lima,f,Mouse,120,1,800,135m,São Paulo
4905,25-11-2023, Pedro Alves ,M,Cadeira,"R$ 800,00",3,,64m,Curitiba
4906,2023-10-19, Pedro Alves ,Masculino,Mouse,R$120,2,100,,Belo Horizonte
4907,28/01/24,Maria Souza,M,Cadeira,R$800,3,150,0h 23m,São Paulo
4908,2024/09/09,Carlos Lima,Masculino,Monitor,1200,2,2400,97m,Curitiba
4909,22-12-2023,Carlos Lima,Masculino,Mouse,3500,1,3500,3h 14m,Curitiba
4910,03-07-2023,,F,Mouse,R$3500,2,1600,0:20:07,Porto Alegre
4911,15-08-2023,Carlos Lima,M,Mouse,R$120,1,50,,Curitiba
4912,2024-03-07, Pedro Alves ,Masculino,Monitor,120,1,800,,São Paulo
4913,2023/02/07,Ana Clara,MASCULINO,Mouse,R$1200,3,3600,,São Paulo
4914,20/11/23,Maria Souza,m,Cadeira,R$50,1,50,2h 56m,Belo Horizonte
4915,2023-12-07,Ana Clara,M,Cadeira,800,2,2434,,Belo Horizonte
4916,15-01-2023,Carlos Lima,Masculino,Mouse,R$3500,1,3500,108m,Belo Horizonte
4917,2024/08/05,,Masculino,Teclado,120,3,10500,2:41:29,Belo Horizonte
4918,04/04/24,Carlos Lima,f,Notebook,R$800,2,2432,50m,Curitiba
4919,2023-05-28,Maria Souza,f,Teclado,120,1,50,2:08:07,Rio de Janeiro
4920,22/04/24,Carlos Lima,M,Monitor,R$50,3,,147m,São Paulo
4921,18-04-2024,Ana Clara,F,Monitor,"R$ 120,00",1,800,2:20:53,Curitiba
4922,24/11/23,Maria Souza,MASCULINO,Cadeira,"R$ 50,00",3,360,1:20:44,Rio de Janeiro
4923,2023-09-21, Pedro Alves ,,Monitor,R$1200,3,10505,,Rio de Janeiro
4924,14/06/24,Maria Souza,m,Teclado,800,1,3500,,São Paulo
4925,20-03-2023,Carlos Lima,Masculino,Monitor,"R$ 1.200,00",2,201,60m,Belo Horizonte
4926,2023-02-11,,,Teclado,"R$ 3.500,00",3,360,112m,São Paulo
4927,2024-11-06,,m,Teclado,3500,2,7000,,Rio de Janeiro
4928,2023/03/17,Maria Souza,,Mouse,R$800,3,150,1h 38m,Curitiba
4929,21-11-2024,Carlos Lima,m,Notebook,"R$ 50,00",3,,3h 20m,Curitiba
4930,2023/04/09,Ana Clara,F,Monitor,R$50,2,240,,Rio de Janeiro
4931,2024-09-24,Maria Souza,MASCULINO,Notebook,"R$ 800,00",1,,11m,Rio de Janeiro
4932,2024-06-11,Ana Clara,Feminino,Mouse,R$120,1,1200,,Rio de Janeiro
4933,2023/11/08,Carlos Lima,m,Monitor,"R$ 120,00",2,240,3h 41m,Porto Alegre
4934,2023-01-23, João Silva ,M,Teclado,R$3500,3,3600,2:39:21,Belo Horizonte
4935,18/08/24,Maria Souza,f,Notebook,R$120,1,120,130m,São Paulo
4936,13/09/23, Pedro Alves ,M,Notebook,1200,1,3500,1h 11m,Porto Alegre
4937,02-07-2023,,,Mouse,R$800,1,120,2h 2m,Porto Alegre
4938,23-12-2024, João Silva ,Masculino,Mouse,"R$ 800,00",2,133,175m,Curitiba
4939,18-10-2023,Ana Clara,M,Mouse,R$1200,3,2383,1:23:10,Rio de Janeiro
4940,27-11-2023,Maria Souza,Feminino,Cadeira,"R$ 3.500,00",2,2400,1h 46m,São Paulo
4941,28-07-2024, João Silva ,MASCULINO,Cadeira,800,1,3484,3h 51m,Porto Alegre
4942,28-01-2023, João Silva ,m,Notebook,R$120,1,,129m,Porto Alegre
4943,2023/08/12, João Silva ,Masculino,Monitor,R$50,3,360,47m,Belo Horizonte
4944,25/10/23,Maria Souza,m,Mouse,"R$ 50,00",2,100,117m,Porto Alegre
4945,16/04/24,,Masculino,Cadeira,"R$ 1.200,00",1,50,,Porto Alegre
4946,2024/09/26, Pedro Alves ,M,Monitor,"R$ 800,00",3,2400,,Belo Horizonte
4947,2024/02/08,,F,Monitor,3500,1,120,2h 47m,Rio de Janeiro
4948,03-01-2024, João Silva ,,Cadeira,R$800,1,800,2:34:23,Curitiba
4949,04-10-2024,,Feminino,Cadeira,"R$ 50,00",3,360,1h 25m,São Paulo
4950,2023/01/01,,,Notebook,800,3,,1:04:16,Rio de Janeiro
4951,2023/12/01,,F,Notebook,R$120,3,3600,,Porto Alegre
4952,02/12/24,Carlos Lima,m,Cadeira,R$120,2,7000,3h 31m,Belo Horizonte
4953,27/03/23, João Silva ,M,Monitor,R$120,3,10500,12m,Curitiba
4954,2023-10-16, Pedro Alves ,F,Mouse,R$800,1,1200,,São Paulo
4955,2023/09/19, João Silva ,Feminino,Mouse,1200,3,150,1:22:03,Rio de Janeiro
4956,2024-04-05,Maria Souza,M,Monitor,1200,2,7026,166m,Curitiba
4957,19/07/23,Carlos Lima,MASCULINO,Monitor,1200,3,,65m,Curitiba
4958,2023-04-25, Pedro Alves ,M,Notebook,1200,3,2400,104m,Curitiba
4959,2024-12-16,Maria Souza,Masculino,Cadeira,"R$ 1.200,00",1,120,0h 40m,São Paulo
4960,2023-02-14,Carlos Lima,M,Cadeira,1200,2,,,Curitiba
4961,2024/12/19,,MASCULINO,Teclado,R$120,2,240,119m,Rio de Janeiro
4962,2023-04-06,,Masculino,Cadeira,R$1200,2,2400,0h 52m,Rio de Janeiro
4963,16/02/23, Pedro Alves ,f,Cadeira,3500,3,2400,,Porto Alegre
4964,2023-05-25, João Silva ,Masculino,Notebook,R$1200,1,3500,1:57:39,Belo Horizonte
4965,14-11-2023,Carlos Lima,F,Notebook,1200,3,2400,0:46:39,Curitiba
4966,2024-09-17, João Silva ,F,Mouse,50,2,240,70m,Rio de Janeiro
4967,04/11/23,,Masculino,Teclado,R$120,1,3500,3h 1m,Curitiba
4968,2024/06/17, Pedro Alves ,m,Cadeira,"R$ 3.500,00",1,50,0h 40m,Porto Alegre
4969,20/05/23, Pedro Alves ,Masculino,Mouse,"R$ 1.200,00",3,,114m,São Paulo
4970,07/02/23,Maria Souza,Masculino,Mouse,"R$ 120,00",3,10500,,São Paulo
4971,12-10-2023,Carlos Lima,,Mouse,R$50,2,2400,102m,Belo Horizonte
4972,14/08/24,Carlos Lima,MASCULINO,Mouse,R$1200,3,2400,,Porto Alegre
4973,21/07/23,Ana Clara,m,Cadeira,R$800,2,,0:32:08,Porto Alegre
4974,07-10-2023,Maria Souza,f,Teclado,R$3500,1,3500,,Porto Alegre
4975,15/04/24, Pedro Alves ,,Monitor,1200,1,50,117m,São Paulo
4976,28/08/23, João Silva ,f,Teclado,R$1200,3,150,,Belo Horizonte
4977,14-03-2024,Maria Souza,M,Monitor,R$120,2,,,Rio de Janeiro
4978,05/06/24,Ana Clara,m,Notebook,800,1,,13m,São Paulo
4979,15/09/24,Ana Clara,,Monitor,R$120,2,2400,,São Paulo
4980,27-04-2024,Carlos Lima,m,Cadeira,"R$ 50,00",2,2400,,Belo Horizonte
4981,03/01/23, João Silva ,,Notebook,1200,1,800,72m,Rio de Janeiro
4982,2024-09-20,Maria Souza,MASCULINO,Cadeira,R$120,2,,116m,São Paulo
4983,2023/12/06,Carlos Lima,m,Teclado,3500,2,240,0:52:18,Porto Alegre
4984,25/03/24, Pedro Alves ,F,Monitor,"R$ 120,00",1,800,,Porto Alegre
4985,23/12/23, Pedro Alves ,M,Mouse,50,3,,,São Paulo
4986,2023/09/13, João Silva ,f,Teclado,"R$ 800,00",1,50,20m,Curitiba
4987,2024-02-18,,Masculino,Notebook,R$800,1,50,148m,Curitiba
4988,24-07-2024,Maria Souza,,Cadeira,R$800,1,50,0h 47m,Curitiba
4989,2024-12-06,Carlos Lima,F,Cadeira,"R$ 50,00",2,2400,1:19:00,Porto Alegre
4990,08/01/23, Pedro Alves ,Masculino,Notebook,"R$ 1.200,00",1,118,,Rio de Janeiro
4991,10-02-2023,Ana Clara,MASCULINO,Mouse,"R$ 50,00",3,10500,0h 34m,Curitiba
4992,2024-09-27,Carlos Lima,M,Teclado,120,2,7000,97m,São Paulo
4993,2023-05-09, Pedro Alves ,f,Monitor,50,1,,18m,São Paulo
4994,2024/05/04, João Silva ,MASCULINO,Cadeira,"R$ 3.500,00",1,3500,135m,Belo Horizonte
4995,2024/04/12,Maria Souza,f,Notebook,R$120,3,360,104m,Curitiba
4996,16-02-2024, João Silva ,m,Notebook,120,1,,,São Paulo
4997,2023/01/23,Carlos Lima,,Monitor,R$800,2,1600,38m,Belo Horizonte
4998,05/01/23,,MASCULINO,Monitor,R$120,2,240,169m,Belo Horizonte
4999,2024/04/13, João Silva ,MASCULINO,Monitor,R$800,1,90,0:52:01,Curitiba
5000,2024-11-20, João Silva ,Masculino,Monitor,"R$ 800,00",2,7000,0h 56m,São Paulo
5001,26-09-2023,Maria Souza,Feminino,Cadeira,R$1200,2,,176m,Belo Horizonte
5002,2023-04-13, João Silva ,Feminino,Notebook,"R$ 3.500,00",2,7000,173m,São Paulo
5003,21/07/24, João Silva ,,Mouse,"R$ 3.500,00",1,50,0:30:51,Rio de Janeiro
5004,2024/06/24,Ana Clara,f,Teclado,1200,1,50,,Curitiba
5005,2024-03-04,Maria Souza,Feminino,Notebook,3500,3,10479,,Rio de Janeiro
5006,2024-06-18, João Silva ,m,Notebook,R$3500,3,150,0h 44m,Curitiba
5007,08-02-2023,Carlos Lima,F,Teclado,"R$ 120,00",1,120,157m,Porto Alegre
5008,2023/10/18, João Silva ,m,Cadeira,R$120,2,7000,173m,Curitiba
5009,19-11-2023, Pedro Alves ,M,Monitor,"R$ 800,00",2,100,2:12:46,São Paulo
5010,2024/07/04, João Silva ,MASCULINO,Mouse,1200,2,7000,22m,Curitiba
5011,2023-11-13,Maria Souza,,Cadeira,R$1200,2,7018,175m,Porto Alegre
5012,08/11/23, Pedro Alves ,M,Teclado,"R$ 50,00",2,,80m,Belo Horizonte
5013,23-03-2023,Carlos Lima,m,Monitor,"R$ 1.200,00",3,2363,156m,Curitiba
5014,15-07-2023,Maria Souza,Feminino,Cadeira,R$120,3,3627,174m,Curitiba
5015,16-10-2023,Maria Souza,Masculino,Monitor,R$1200,3,150,,Curitiba
5016,2024/12/04, João Silva ,,Mouse,3500,2,240,,São Paulo
5017,2024/10/22,Carlos Lima,Masculino,Notebook,"R$ 3.500,00",3,10460,,Porto Alegre
5018,17-11-2023,,MASCULINO,Monitor,R$800,2,,1:52:31,Rio de Janeiro
5019,2024/04/22, Pedro Alves ,M,Mouse,50,3,150,,Belo Horizonte
5020,2023/12/02,,F,Mouse,800,3,2400,10m,Belo Horizonte
5021,2023-11-18,Maria Souza,,Cadeira,R$800,2,2400,177m,São Paulo
5022,06-10-2024,Maria Souza,M,Cadeira,"R$ 3.500,00",2,1600,0:55:00,Porto Alegre
5023,20/01/24,Maria Souza,F,Mouse,"R$ 120,00",3,10500,0:10:04,Belo Horizonte
5024,18/07/24,,m,Teclado,"R$ 3.500,00",1,3500,1:55:56,São Paulo
5025,2023/10/01, Pedro Alves ,MASCULINO,Monitor,R$120,1,800,1:28:53,Rio de Janeiro
5026,26/12/24,Ana Clara,m,Mouse,R$120,1,166,0h 10m,Belo Horizonte
5027,2024/04/08, João Silva ,Feminino,Notebook,"R$ 120,00",3,10500,,São Paulo
5028,2023-09-15,Maria Souza,Feminino,Cadeira,R$1200,1,,2h 37m,Rio de Janeiro
5029,2024-12-28,Carlos Lima,M,Notebook,"R$ 120,00",2,240,,Curitiba
5030,2023/11/09,Carlos Lima,f,Cadeira,"R$ 800,00",2,,144m,São Paulo
5031,26/05/23,Ana Clara,m,Mouse,"R$ 120,00",3,10500,,Rio de Janeiro
5032,2023-10-18, Pedro Alves ,Masculino,Cadeira,R$1200,2,2400,3h 19m,Porto Alegre
5033,03-12-2024,Maria Souza,F,Teclado,"R$ 120,00",2,,,São Paulo
5034,2024-02-15,Maria Souza,,Cadeira,R$50,1,1235,,Belo Horizonte
5035,23/07/23,,Masculino,Monitor,1200,3,182,152m,Curitiba
5036,2024-09-02,Maria Souza,MASCULINO,Teclado,3500,3,,1:56:58,Porto Alegre
5037,2023-11-25, Pedro Alves ,Masculino,Teclado,R$3500,1,800,2h 4m,Curitiba
5038,2024-03-08,,Feminino,Cadeira,"R$ 3.500,00",2,1600,,Belo Horizonte
5039,2023/03/11,Ana Clara,Feminino,Notebook,800,1,3491,0h 37m,Porto Alegre
5040,2024-06-05, João Silva ,Feminino,Teclado,R$3500,1,,2h 6m,Porto Alegre
5041,04-07-2024, João Silva ,f,Monitor,"R$ 50,00",1,,147m,Belo Horizonte
5042,2023/08/06, João Silva ,MASCULINO,Mouse,R$120,3,2400,0h 55m,Belo Horizonte
5043,2023-12-04,Maria Souza,m,Mouse,"R$ 3.500,00",2,240,1:47:28,Rio de Janeiro
5044,14-11-2023,Ana Clara,m,Mouse,"R$ 1.200,00",2,1564,180m,Rio de Janeiro
5045,28/06/23, João Silva ,,Teclado,R$1200,3,3600,156m,Rio de Janeiro
5046,2024-08-16,,F,Teclado,R$50,1,3500,3h 22m,Rio de Janeiro
5047,22/11/24, João Silva ,Masculino,Cadeira,"R$ 3.500,00",3,2400,1:39:58,Porto Alegre
5048,22-12-2024,Maria Souza,M,Mouse,R$120,3,,2h 10m,Curitiba
5049,06-09-2024,Maria Souza,F,Teclado,R$120,3,,1:57:36,Belo Horizonte
5050,2023-10-24, Pedro Alves ,Masculino,Teclado,"R$ 120,00",3,3600,,Curitiba
5051,06-01-2024,Maria Souza,m,Notebook,R$50,2,7000,170m,São Paulo
5052,05/09/24, Pedro Alves ,M,Notebook,3500,1,3500,,São Paulo
5053,06-01-2023,Ana Clara,m,Monitor,R$50,2,1600,99m,Rio de Janeiro
5054,20/02/23, João Silva ,F,Notebook,120,3,2400,3h 38m,Rio de Janeiro
5055,2023/08/24,,Masculino,Teclado,"R$ 800,00",3,,2:37:18,Belo Horizonte
5056,27-09-2024, Pedro Alves ,Feminino,Mouse,3500,3,10500,1:36:23,Belo Horizonte
5057,2023/02/19,Ana Clara,Masculino,Monitor,R$3500,3,360,0h 26m,Belo Horizonte
5058,21/11/23, Pedro Alves ,f,Monitor,"R$ 50,00",2,100,1:21:47,Rio de Janeiro
5059,27/02/23,Maria Souza,f,Monitor,"R$ 800,00",2,129,1h 6m,Curitiba
5060,2023/05/15, João Silva ,f,Monitor,800,2,203,,Rio de Janeiro
5061,25/12/23,Maria Souza,F,Notebook,R$3500,3,3600,,Rio de Janeiro
5062,12-05-2023,Maria Souza,m,Monitor,"R$ 120,00",2,2400,0:11:07,São Paulo
5063,18/07/23,,,Notebook,"R$ 3.500,00",2,240,,Curitiba
5064,2023-11-06, João Silva ,F,Notebook,120,3,10500,0h 55m,Rio de Janeiro
5065,25-08-2023,Maria Souza,F,Cadeira,50,1,50,3h 7m,Porto Alegre
5066,27/01/23,Carlos Lima,F,Cadeira,"R$ 800,00",3,10500,,Curitiba
5067,2023/10/07, Pedro Alves ,M,Teclado,R$800,2,100,,Belo Horizonte
5068,24-01-2023,Carlos Lima,Masculino,Cadeira,R$120,1,120,0h 54m,Belo Horizonte
5069,24-12-2023, João Silva ,f,Cadeira,3500,1,800,3h 22m,São Paulo
5070,2023-09-07,Ana Clara,,Teclado,R$50,1,1200,,São Paulo
5071,2024/04/23, João Silva ,Masculino,Notebook,R$1200,1,3454,,Rio de Janeiro
5072,2024/07/18, João Silva ,M,Monitor,R$120,3,2400,,Porto Alegre
5073,11-09-2023, Pedro Alves ,Masculino,Cadeira,R$120,1,50,1:44:31,Belo Horizonte
5074,2024-12-17,Maria Souza,Feminino,Mouse,R$800,2,1550,1h 17m,Curitiba
5075,12-05-2023,Maria Souza,Feminino,Monitor,"R$ 50,00",3,150,40m,Belo Horizonte
5076,11/08/23,Ana Clara,M,Mouse,R$800,2,2400,40m,São Paulo
5077,2023/11/06,,M,Notebook,"R$ 1.200,00",2,98,,Belo Horizonte
5078,2023/09/19,Carlos Lima,Feminino,Cadeira,R$1200,3,2400,,Curitiba
5079,2024-05-01,Maria Souza,Feminino,Teclado,1200,3,,2h 25m,Belo Horizonte
5080,2024/10/03,Maria Souza,Feminino,Monitor,800,2,,85m,Rio de Janeiro
5081,06/05/24, João Silva ,Feminino,Teclado,800,1,120,,Curitiba
5082,2024/04/13,Ana Clara,MASCULINO,Notebook,120,1,120,,São Paulo
5083,2024-11-13,,Feminino,Notebook,50,1,120,1h 7m,Porto Alegre
5084,2024/11/05,Ana Clara,Masculino,Mouse,3500,2,2400,2h 0m,São Paulo
5085,2023-11-10,Ana Clara,Masculino,Cadeira,R$120,3,,134m,Porto Alegre
5086,06-06-2023, Pedro Alves ,,Notebook,800,2,1600,,Porto Alegre
5087,2023-07-16, Pedro Alves ,M,Teclado,"R$ 3.500,00",1,1200,0h 40m,Belo Horizonte
5088,21/04/23,,m,Monitor,"R$ 50,00",1,120,0:37:54,Porto Alegre
5089,14/03/24,Carlos Lima,m,Cadeira,R$800,1,1200,1:27:47,Rio de Janeiro
5090,17/09/24,Carlos Lima,f,Notebook,"R$ 800,00",1,,42m,Curitiba
5091,16/07/23, João Silva ,M,Notebook,"R$ 50,00",2,6989,1:13:33,Curitiba
5092,2023-01-11,,M,Monitor,R$3500,1,,1h 22m,Curitiba
5093,2023/08/27,Maria Souza,MASCULINO,Mouse,"R$ 50,00",1,,2:04:32,Belo Horizonte
5094,2023/07/20,,Masculino,Notebook,"R$ 120,00",3,3600,,Belo Horizonte
5095,2023/03/02,Ana Clara,f,Cadeira,R$800,3,2400,173m,Rio de Janeiro
5096,2024-05-09, João Silva ,m,Mouse,"R$ 50,00",2,240,0h 49m,Belo Horizonte
5097,28-01-2023,Ana Clara,,Mouse,50,3,10500,0:08:05,Curitiba
5098,2024/05/19,,Feminino,Notebook,"R$ 50,00",1,1200,2:16:39,Porto Alegre
5099,2024-03-02,,MASCULINO,Notebook,"R$ 50,00",3,10500,115m,Curitiba
5100,22-06-2024,Carlos Lima,Feminino,Mouse,"R$ 1.200,00",1,,120m,Curitiba
5101,10/12/24,Maria Souza,Masculino,Monitor,R$120,3,10500,44m,Belo Horizonte
5102,2023/11/15,,m,Teclado,3500,3,150,1h 50m,Belo Horizonte
5103,16-05-2023,Carlos Lima,,Mouse,3500,1,120,,Belo Horizonte
5104,13-05-2024,Maria Souza,MASCULINO,Mouse,R$50,1,1200,0:23:46,Belo Horizonte
5105,2024-01-14, Pedro Alves ,MASCULINO,Teclado,R$120,1,50,,Belo Horizonte
5106,21-10-2024,Carlos Lima,m,Mouse,"R$ 800,00",2,1600,31m,São Paulo
5107,10/11/23,Ana Clara,f,Cadeira,3500,2,240,1:05:53,Porto Alegre
5108,21/10/24, Pedro Alves ,M,Notebook,"R$ 3.500,00",2,105,,Porto Alegre
5109,2024/03/05,Carlos Lima,Feminino,Notebook,1200,2,100,2h 6m,São Paulo
5110,2023-10-17,Carlos Lima,MASCULINO,Notebook,120,2,100,,Porto Alegre
5111,27/03/23,Carlos Lima,Masculino,Notebook,R$1200,3,3600,,Belo Horizonte
5112,01/05/24, Pedro Alves ,F,Mouse,"R$ 800,00",3,,,Curitiba
5113,2023/09/15, João Silva ,M,Notebook,R$1200,3,100,2:24:26,Porto Alegre
5114,22-06-2023,Carlos Lima,,Mouse,"R$ 120,00",3,150,55m,Porto Alegre
5115,2023-05-01,Ana Clara,M,Notebook,800,3,3600,2h 44m,Curitiba
5116,28/06/24, Pedro Alves ,M,Monitor,"R$ 800,00",2,,1:58:17,Curitiba
5117,2023-02-03,Carlos Lima,Masculino,Mouse,3500,1,,,Rio de Janeiro
5118,2024-09-08, João Silva ,Feminino,Teclado,R$120,3,10500,0:32:56,São Paulo
5119,2023-03-23,Carlos Lima,F,Teclado,3500,1,1200,,Belo Horizonte
5120,26/09/24,Carlos Lima,Masculino,Notebook,"R$ 800,00",2,2372,2h 1m,São Paulo
5121,12-03-2023, João Silva ,M,Mouse,R$3500,1,756,,Belo Horizonte
5122,2024-11-14, João Silva ,MASCULINO,Teclado,R$3500,3,10500,,São Paulo
5123,2023-03-01, Pedro Alves ,,Notebook,120,1,800,3h 21m,Belo Horizonte
5124,2024/10/23, João Silva ,,Teclado,"R$ 120,00",2,240,157m,Curitiba
5125,2023/07/13,,Feminino,Teclado,"R$ 120,00",3,360,,São Paulo
5126,22-10-2024,,MASCULINO,Notebook,R$50,2,1600,2h 19m,Belo Horizonte
5127,22-09-2023,Maria Souza,M,Notebook,"R$ 800,00",3,10500,104m,Rio de Janeiro
5128,2024/10/19,,,Notebook,50,2,,,São Paulo
5129,12/04/24, Pedro Alves ,MASCULINO,Cadeira,"R$ 3.500,00",1,800,0:48:59,Rio de Janeiro
5130,10-03-2023,,F,Teclado,R$800,3,2400,162m,Belo Horizonte
5131,2023-03-21,Carlos Lima,MASCULINO,Notebook,120,1,1200,127m,São Paulo
5132,2024/01/10, Pedro Alves ,m,Teclado,"R$ 800,00",3,10507,11m,Rio de Janeiro
5133,27/05/24,Maria Souza,Feminino,Teclado,"R$ 50,00",2,,2h 49m,Porto Alegre
5134,2023/03/14,Ana Clara,MASCULINO,Monitor,50,2,,1:18:28,Rio de Janeiro
5135,2023-10-02, João Silva ,m,Teclado,R$800,2,7000,2h 6m,Porto Alegre
5136,21-03-2023,Maria Souza,m,Teclado,R$50,2,7000,135m,São Paulo
5137,2023-06-22,Carlos Lima,MASCULINO,Notebook,"R$ 1.200,00",2,1624,117m,São Paulo
5138,2024/10/03,Maria Souza,MASCULINO,Teclado,R$120,1,800,,Porto Alegre
5139,2024-03-14,Maria Souza,m,Monitor,"R$ 120,00",1,120,1h 37m,Porto Alegre
5140,2024-04-22, João Silva ,MASCULINO,Notebook,"R$ 50,00",2,1600,,São Paulo
5141,2023-06-21,Maria Souza,M,Cadeira,1200,3,348,,Porto Alegre
5142,11/08/24,Maria Souza,f,Mouse,"R$ 800,00",1,,2:27:17,Rio de Janeiro
5143,2024-11-25,Ana Clara,,Mouse,R$800,1,800,3h 28m,São Paulo
5144,2023/11/04,Ana Clara,F,Mouse,800,1,1243,1:16:04,Belo Horizonte
5145,18-11-2023,Maria Souza,F,Mouse,"R$ 50,00",1,0,124m,São Paulo
5146,2024/02/10,,Masculino,Cadeira,R$120,3,,1:52:03,Porto Alegre
5147,25-10-2023, João Silva ,F,Notebook,"R$ 800,00",1,1200,0:58:56,Rio de Janeiro
5148,2024-09-25,Carlos Lima,Feminino,Monitor,R$50,3,10528,,Curitiba
5149,14/10/24, João Silva ,M,Mouse,"R$ 800,00",1,800,,Rio de Janeiro
5150,2023/01/19, Pedro Alves ,,Cadeira,R$120,2,100,0:57:51,Curitiba
5151,01/04/24, João Silva ,M,Monitor,1200,3,3571,0h 40m,Porto Alegre
5152,28/08/23, João Silva ,,Cadeira,R$50,3,360,0h 16m,Porto Alegre
5153,12-05-2023,Maria Souza,,Notebook,"R$ 3.500,00",1,,,Curitiba
5154,07/04/23,Carlos Lima,Feminino,Monitor,R$3500,2,2379,15m,Porto Alegre
5155,15/03/23,,,Cadeira,"R$ 120,00",1,120,,Porto Alegre
5156,2023-02-03,Carlos Lima,Masculino,Notebook,50,2,240,1h 52m,São Paulo
5157,24/04/24,Maria Souza,f,Mouse,1200,2,2400,,Curitiba
5158,2023-01-16,Ana Clara,m,Notebook,120,1,3533,1:10:57,Rio de Janeiro
5159,2023-04-21, Pedro Alves ,F,Notebook,R$50,3,,,Curitiba
5160,2024-07-02,Carlos Lima,Feminino,Notebook,800,2,2400,76m,Porto Alegre
5161,05-07-2023,,M,Monitor,50,1,3500,,Porto Alegre
5162,13/06/23,,M,Mouse,R$3500,1,,25m,Rio de Janeiro
5163,2023-02-19, João Silva ,MASCULINO,Monitor,"R$ 800,00",2,7000,72m,Porto Alegre
5164,03/10/24,Ana Clara,Masculino,Mouse,"R$ 50,00",1,1200,0h 31m,Porto Alegre
5165,23/01/23,Carlos Lima,f,Mouse,"R$ 800,00",3,2400,,Belo Horizonte
5166,2023-03-09, João Silva ,Masculino,Mouse,50,1,800,3h 18m,São Paulo
5167,2023-08-18, João Silva ,MASCULINO,Cadeira,R$120,3,10484,77m,Rio de Janeiro
5168,04/09/24,Ana Clara,M,Notebook,1200,3,10500,2:30:17,São Paulo
5169,26-11-2023,,m,Teclado,R$1200,2,100,2h 48m,São Paulo
5170,27/11/23, João Silva ,f,Notebook,R$50,2,1600,86m,Belo Horizonte
5171,2024-12-24,,Feminino,Notebook,R$50,1,800,2:36:19,Curitiba
5172,15-05-2023,,MASCULINO,Teclado,800,1,50,2:58:11,Porto Alegre
5173,2024/11/02, Pedro Alves ,m,Monitor,1200,1,1200,3h 51m,Belo Horizonte
5174,2024-01-04,Ana Clara,Masculino,Notebook,"R$ 50,00",3,,170m,São Paulo
5175,2024-05-10,Carlos Lima,f,Notebook,"R$ 120,00",1,1200,1h 6m,Rio de Janeiro
5176,25-06-2023,Carlos Lima,f,Monitor,R$50,1,800,123m,Belo Horizonte
5177,2024-08-04,Carlos Lima,Masculino,Monitor,R$50,3,,2:10:36,São Paulo
5178,2024/11/18,Carlos Lima,Feminino,Teclado,50,2,1600,,Belo Horizonte
5179,2023-08-24,Carlos Lima,F,Monitor,R$50,2,224,12m,Rio de Janeiro
5180,2024-09-11,Carlos Lima,MASCULINO,Monitor,50,1,,0h 36m,Belo Horizonte
5181,2023-06-02,Carlos Lima,f,Teclado,50,1,3500,34m,Rio de Janeiro
5182,06/03/23,,,Mouse,3500,1,800,2h 43m,São Paulo
